stations,NOME,BACIA,ALTITUDE (M),COORD_X,COORD_Y,LATITUDE,LONGITUDE,ENTIDADE,DISTRITO,CONCELHO,FREGUESIA,RIO,ÁREA DRENADA (KM2),DISTÂNCIA FOZ (KM),ENTRADA FUNCIONAMENTO,DATA FECHO,OBJECTIVO,ESTADO
04P.01C,ALB. AZIBO (C),DOURO,547,210865.89,103727.9,41.56043109,-6.889656309,AdN-ATMAD,BRAGANÇA,MACEDO DE CAVALEIROS,VALE DA PORCA,RIO AZIBO,-,-,01/01/2014,-,DQA_ECOL_VIG,ATIVA
04P.01F,ALB. AZIBO (F),DOURO,-,210865.89,103727.9,41.56043109,-6.889656309,AdN-ATMAD,BRAGANÇA,MACEDO DE CAVALEIROS,VALE DA PORCA,,-,-,01/01/2014,-,DQA_ECOL_VIG,ATIVA
04P.01M,ALB. AZIBO (M),DOURO,-,210865.89,103727.9,41.56043109,-6.889656309,AdN-ATMAD,BRAGANÇA,MACEDO DE CAVALEIROS,VALE DA PORCA,,-,-,01/01/2014,-,DQA_ECOL_VIG,ATIVA
06O.10C,ALB. BAIXO SABOR_est 1 int - CCHE,DOURO,-,-,-,41.23064,-7.00984,EDP,BRAGANÇA,TORRE DE MONCORVO,LARINHO,RIO SABOR,-,-,01/01/2010,-,TURH,ATIVA
06O.10P,ALB. BAIXO SABOR_est 1 perfil - CCHE,DOURO,-,-,-,41.23064,-7.00984,EDP,BRAGANÇA,TORRE DE MONCORVO,LARINHO,RIO SABOR,-,-,01/01/2010,-,TURH,ATIVA
06O.11C,ALB. BAIXO SABOR_est 2 int - CCHE,DOURO,-,-,-,41.23874,-7.00608,EDP,BRAGANÇA,TORRE DE MONCORVO,CARDANHA,RIO SABOR,-,-,01/01/2010,-,TURH,ATIVA
06O.11P,ALB. BAIXO SABOR_est 2 perfil - CCHE,DOURO,-,-,-,41.23874,-7.00608,EDP,BRAGANÇA,TORRE DE MONCORVO,CARDANHA,RIO SABOR,-,-,01/01/2010,-,TURH,ATIVA
05R.01,ALB. BASTELO,DOURO,625,323191,492755,41.39464,-6.66014,ARH-NORTE,BRAGANÇA,MOGADOURO,PENAS ROIAS,RIBEIRA DE MACEDO,26.12,260.85,25/03/1996,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
30L.06C,ALB. BELICHE (C),GUADIANA,53,255137,34832,37.28151,-7.51211,ARH-ALGARVE,FARO,CASTRO MARIM,AZINHAL,RIBEIRA DE BELICHE,73.8,19.11,27/05/2009,-,CAPTAÇÃO-75-440 / LE (CAPTAÇÃO) / NITRATOS / DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
30L.05F,ALB. BELICHE (F),GUADIANA,39,255290,34673,37.28151,-7.51211,CCDR-ALGARVE,FARO,CASTRO MARIM,CASTRO MARIM,RIBEIRA DE BELICHE,98.47,18.39,12/04/1993,16/06/1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
30L.05S,ALB. BELICHE (S),GUADIANA,39,255290,34673,37.28151,-7.51211,CCDR-ALGARVE,FARO,CASTRO MARIM,CASTRO MARIM,RIBEIRA DE BELICHE,98.47,18.39,25/10/1989,16/06/1999,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
30L.06F,ALB. BELICHE CAPT (F),GUADIANA,53,255137,34832,37.27367,-7.51001,ARH-ALGARVE,FARO,CASTRO MARIM,AZINHAL,RIBEIRA DE BELICHE,73.8,19.11,14/09/1998,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
30L.06M,ALB. BELICHE CAPT (M),GUADIANA,53,255137,34832,37.27367,-7.51001,CCDR-ALGARVE,FARO,CASTRO MARIM,AZINHAL,RIBEIRA DE BELICHE,73.8,19.11,13/10/1998,17/10/2001,CAPTAÇÃO-75-440 / EXTRACÇÃO,EXTINTA
30L.06S,ALB. BELICHE CAPT (S),GUADIANA,53,255137,34832,37.27367,-7.51001,ARH-ALGARVE,FARO,CASTRO MARIM,AZINHAL,RIBEIRA DE BELICHE,73.8,19.11,14/09/1998,-,CAPTAÇÃO-75-440 / LE (CAPTAÇÃO) / NITRATOS / DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
17J.02,ALB. BELVER,TEJO,39,211658,279067,39.47964,-7.9976,CCDR-LVT,PORTALEGRE,GAVIÃO,GAVIÃO,RIO TEJO,61539.98,189.73,15/10/1985,-,AVALIAÇÃO ESPECÍFICA,ATIVA
17I.01,ALB. BELVER (ORTIGA),,-,211351.65,279397.3,39.482619,-8.001163,ARH-TEJO,SANTARÉM,MAÇÃO,ORTIGA,RIBEIRA DAS EIRAS,-,-,01/02/2017,-,AVALIAÇÃO ESPECÍFICA,ATIVA
17J.03C,ALB. BELVER_est 1 int - CCHE,TEJO,-,211653.03,279258.57,39.47977778,-7.996472222,EDP,SANTARÉM,MAÇÃO,ORTIGA,RIO TEJO,-,-,01/01/2018,-,TURH,ATIVA
17J.03P,ALB. BELVER_est 1 perfil - CCHE,TEJO,-,211653.03,279258.57,39.47977778,-7.996472222,EDP,SANTARÉM,MAÇÃO,ORTIGA,RIO TEJO,-,-,01/01/2012,-,TURH,ATIVA
17J.03F,ALB. BELVER_est 1 prof - CCHE,TEJO,-,211653.03,279258.57,39.47977778,-7.996472222,EDP,SANTARÉM,MAÇÃO,ORTIGA,RIO TEJO,-,-,01/01/2012,-,TURH,ATIVA
17J.03S,ALB. BELVER_est 1 sup - CCHE,TEJO,-,211653.03,279258.57,39.47977778,-7.996472222,EDP,SANTARÉM,MAÇÃO,ORTIGA,RIO TEJO,-,-,01/01/2012,-,TURH,ATIVA
06S.03,ALB. BEMPOSTA,DOURO,404,340130,482272,41.300918,-6.469354,ARH-NORTE,BRAGANÇA,MOGADOURO,BEMPOSTA,RIO DOURO,64179.49,286.81,25/10/1993,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / LE(CAPTAÇÃO) / FLUXO-TFRONT-LE(PISC-CIP; CAPTAÇÃO) / NITRATOS-EST_TRÓFICO / CADC,ATIVA
06S.04C,ALB. BEMPOSTA_est 1 int - CCHE,DOURO,-,-,-,41.300083,-6.465889,EDP,BRAGANÇA,MOGADOURO,BEMPOSTA,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
06S.04P,ALB. BEMPOSTA_est 1 perfil - CCHE,DOURO,-,-,-,41.300083,-6.465889,EDP,BRAGANÇA,MOGADOURO,BEMPOSTA,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
06S.05C,ALB. BEMPOSTA_est 2 int - CCHE,DOURO,-,-,-,41.298389,-6.454167,EDP,BRAGANÇA,MOGADOURO,URRÓS,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
06S.05P,ALB. BEMPOSTA_est 2 perfil - CCHE,DOURO,-,-,-,41.298389,-6.454167,EDP,BRAGANÇA,MOGADOURO,URRÓS,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
28I.01,ALB. BOAVISTA,GUADIANA,306,203699,59530,37.50203,-8.09126,ARH-ALENTEJO,BEJA,ALMODÔVAR,ALMODÔVAR,BARRANCO DA BOAVISTA,3.52,189.53,16/01/1996,-,DQA_ECOL_VIG,ATIVA
28I.01C,ALB. BOAVISTA (C),GUADIANA,-,203699,59530,37.50203,-8.09126,ARH-ALENTEJO,BEJA,ALMODÔVAR,ALMODÔVAR,BARRANCO DA BOAVISTA,-,-,18/02/2014,-,DQA_ECOL_VIG,ATIVA
28I.01P,ALB. BOAVISTA (P),GUADIANA,-,203699,59530,37.50203,-8.09126,ARH-ALENTEJO,BEJA,ALMODÔVAR,ALMODÔVAR,BARRANCO DA BOAVISTA,-,-,01/01/2014,-,DQA_ECOL_VIG,ATIVA
14H.05C,ALB. BOUÇÃ_est 1 int - CCHE,TEJO,-,-,-,39.85108,-8.21717,EDP,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14H.05P,ALB. BOUÇÃ_est 1 perfil - CCHE,TEJO,-,-,-,39.85108,-8.21717,EDP,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14H.04C,ALB. BOUÇÃ_est 2 int - CCHE,TEJO,-,-,-,39.85308,-8.20675,EDP,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14H.04P,ALB. BOUÇÃ_est 2 perfil - CCHE,TEJO,-,-,-,39.85308,-8.20675,EDP,LEIRIA,PEDRÓGÃO GRANDE,GRAÇA,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
30E.03C,ALB. BRAVURA (C),RIBEIRAS DO ALGARVE,98,5573061.12,-5753644.05,37.20423,-8.7011,ARH-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,26/05/2009,-,DQA_QUIM_VIG,ATIVA
30E.03F,ALB. BRAVURA (F),RIBEIRAS DO ALGARVE,98,5573061.12,-5753644.05,37.20291,-8.70104,ARH-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,13/12/1994,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
30E.03M,ALB. BRAVURA (M),RIBEIRAS DO ALGARVE,98,5573061.12,-5753644.05,37.20291,-8.70104,ARH-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,13/12/1994,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
30E.03S,ALB. BRAVURA (S),RIBEIRAS DO ALGARVE,98,5573061.12,-5753644.05,37.20291,-8.70104,ARH-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,24/10/1989,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG / NITRATOS,ATIVA
30E.05F,ALB. BRAVURA - CONFLUÊNCIA (F),RIBEIRAS DO ALGARVE,98,149785,26434,37.210762,-8.704662,CCDR-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,13/12/1994,11/07/2005,Fluxo,EXTINTA
30E.05M,ALB. BRAVURA - CONFLUÊNCIA (M),RIBEIRAS DO ALGARVE,98,149785,26434,37.20247,-8.69872,CCDR-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,13/12/1994,11/07/2005,Fluxo,EXTINTA
30E.05S,ALB. BRAVURA - CONFLUÊNCIA (S),RIBEIRAS DO ALGARVE,98,149785,26434,37.20247,-8.69872,CCDR-ALGARVE,FARO,LAGOS,BENSAFRIM,RIBEIRO DE ODEÁXERE,76.54,15.91,13/12/1994,11/07/2005,Fluxo,EXTINTA
05O.01,ALB. BURGA,DOURO,327,290824,492262,41.39452,-7.04714,ARH-NORTE,BRAGANÇA,VILA FLOR,TRINDADE,RIBEIRA DA VILARIÇA,14.9,209.28,12/12/2006,-,REGA,ATIVA
14J.10,ALB. CABRIL (ÁLVARO),TEJO,-,214043,334829,39.977528,-7.961442,ARH-TEJO,CASTELO BRANCO,OLEIROS,ÁLVARO,RIO ZÊZERE,-,-,16/08/2010,-,DQA_ECOL_VIG,ATIVA
14I.02,ALB. CABRIL 1,TEJO,260,200099,327758,39.91826,-8.13195,ARH-TEJO,LEIRIA,PEDRÓGÃO GRANDE,PEDRÓGÃO GRANDE,RIO ZÊZERE,2412.94,237.38,22/10/1985,-,CAPTAÇÃO-75-440 / IMPACTO / DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
14I.04C,ALB. CABRIL_est 1 int - CCHE,TEJO,-,-,-,39.92067,-8.13103,EDP,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14I.04P,ALB. CABRIL_est 1 perfil - CCHE,TEJO,-,-,-,39.92067,-8.13103,EDP,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14I.03C,ALB. CABRIL_est 2 int - CCHE,TEJO,-,-,-,39.92692,-8.12417,EDP,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
14I.03P,ALB. CABRIL_est 2 perfil - CCHE,TEJO,-,-,-,39.92692,-8.12417,EDP,CASTELO BRANCO,SERTÃ,PEDRÓGÃO PEQUENO,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
05N.04,ALB. CACHÃO,DOURO,201,280666,491317,41.393669,-7.15709,CCDR-NORTE,BRAGANÇA,MIRANDELA,FRECHAS,RIO TUA,2984.4,184.12,17/01/1994,19/01/2000,CAPTAÇÃO / EXTRACÇÃO,EXTINTA
20O.02,ALB. CAIA,GUADIANA,232,-,-,39.00721,-7.14934,ÁGUAS DO VALE DO TEJO,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,RIO CAIA,567.52,285.66,06/10/1982,-,CAPTAÇÃO-75-440 / PISC-CIP 2/ LE (PISC-CIP;CAPTAÇÃO) / NITRATOS / DQA_ECOL_OPER,ATIVA
20O.02C,ALB. CAIA (C),GUADIANA,-,-,-,39.00721,-7.14934,ÁGUAS DO VALE DO TEJO,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,RIO CAIA,-,-,23/08/2009,-,DQA_ECOL_VIG,ATIVA
20O.02F,ALB. CAIA (F),GUADIANA,-,-,-,39.00721,-7.14934,ÁGUAS DO VALE DO TEJO,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,RIO CAIA,-,-,23/08/2009,-,DQA_ECOL_VIG,ATIVA
20O.02P,ALB. CAIA (P),GUADIANA,-,-,-,39.00721,-7.14934,ÁGUAS DO VALE DO TEJO,PORTALEGRE,ELVAS,SÃO VICENTE E VENTOSA,RIO CAIA,-,-,01/01/2009,-,DQA_ECOL_VIG,ATIVA
10N.02,ALB. CALDEIRÃO,MONDEGO,697,268100,396110,40.53102,-7.32939,ARH-CENTRO,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,37.29,206.76,06/02/2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
10N.02C,ALB. CALDEIRÃO (C),MONDEGO,-,268100,396110,40.53102,-7.32939,ARH-CENTRO,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,-,-,01/01/2017,-,DQA_QUIM_VIG,ATIVA
10N.02F,ALB. CALDEIRÃO (F),MONDEGO,-,268100,396110,40.53102,-7.32939,ARH-CENTRO,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,-,-,01/01/2017,-,CAPTAÇÃO,ATIVA
10N.02M,ALB. CALDEIRÃO (M),MONDEGO,-,268100,396110,40.53102,-7.32939,ARH-CENTRO,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,-,-,01/01/2017,-,CAPTAÇÃO,ATIVA
10N.06C,ALB. CALDEIRÃO_est 1 int - CCHE,MONDEGO,-,-,-,40.53008,-7.32644,EDP,GUARDA,GUARDA,MAÇAINHAS,RIBEIRA DO CALDEIRÃO,-,-,01/01/2010,-,TURH,ATIVA
10N.06P,ALB. CALDEIRÃO_est 1 perfil - CCHE,MONDEGO,-,-,-,40.53008,-7.32644,EDP,GUARDA,GUARDA,MAÇAINHAS,RIBEIRA DO CALDEIRÃO,-,-,01/01/2010,-,TURH,ATIVA
10N.03C,ALB. CALDEIRÃO_est 2 int - CCHE,MONDEGO,-,-,-,40.52089,-7.32914,EDP,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,-,-,01/01/2010,-,TURH,ATIVA
10N.03P,ALB. CALDEIRÃO_est 2 perfil - CCHE,MONDEGO,-,-,-,40.52089,-7.32914,EDP,GUARDA,GUARDA,TRINTA,RIBEIRA DO CALDEIRÃO,-,-,01/01/2010,-,TURH,ATIVA
05P.01,ALB. CAMBA,DOURO,598,302961,498140,41.447244,-6.901472,ARH-NORTE,BRAGANÇA,ALFÂNDEGA DA FÉ,GEBELIM,RIBEIRA DE LAMEIRÃO OU DA CAMBA,6.12,233.71,26/03/1996,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
26F.03,ALB. CAMPILHAS,SADO,104,157115,97268,37.84104,-8.62029,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,VALE DE ÁGUA,RIBEIRA DE CAMPILHAS,106.87,163.15,01/04/2002,-,REGA / DQA_QUIM_VIG,ATIVA
26F.03C,ALB. CAMPILHAS (C),SADO,-,156873,97682,37.84319,-8.62185,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,VALE DE ÁGUA,RIBEIRA DE CAMPILHAS,-,-,25/08/2009,-,DQA_ECOL_VIG,ATIVA
04H.02,ALB. CANIÇADA,CÁVADO/RIBEIRAS COSTEIRAS,74,192509,520300,41.652012,-8.22305,ARH-NORTE,BRAGA,TERRAS DE BOURO,VALDOSENDE,RIO CÁVADO,780.39,61.44,26/10/1988,-,IMPACTO / PISC-CIP-78-659 / DQA_QUIM_VIG,ATIVA
04H.07C,ALB. CANIÇADA_est 1 int - CCHE,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.65194,-8.22781,EDP,BRAGA,TERRAS DE BOURO,VALDOSENDE,RIO CÁVADO,-,-,01/01/2010,-,TURH,ATIVA
04H.07P,ALB. CANIÇADA_est 1 perfil - CCHE,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.65194,-8.22781,EDP,BRAGA,TERRAS DE BOURO,VALDOSENDE,RIO CÁVADO,-,-,01/01/2010,-,TURH,ATIVA
04H.06C,ALB. CANIÇADA_est 2 int - CCHE,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.651139,-8.215861,EDP,BRAGA,VIEIRA DO MINHO,CANIÇADA,RIO CÁVADO,-,-,01/01/2010,-,TURH,ATIVA
04H.06P,ALB. CANIÇADA_est 2 perfil - CCHE,CÁVADO/RIBEIRAS COSTEIRAS,-,-,-,41.651139,-8.215861,EDP,BRAGA,VIEIRA DO MINHO,CANIÇADA,RIO CÁVADO,-,-,01/01/2010,-,TURH,ATIVA
12M.04,ALB. CAPINHA,TEJO,495,263866,360977,40.215185,-7.383011,ARH-TEJO,CASTELO BRANCO,FUNDÃO,CAPINHA,RIBEIRA DA MEIMOA,6.23,370.11,12/02/2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
07I.07,ALB. CARRAPATELO,DOURO,32,200196,457405,41.08577,-8.13078,CCDR-NORTE,VISEU,CINFÃES,SÃO CRISTOVÃO DE NOGUEIRA,RIO DOURO,92375.87,66.64,21/11/1994,-,FLUXO / NITRATOS-EST_TRÓFICO / DQA_ECOL_OPER,ATIVA
07I.08C,ALB. CARRAPATELO_est 1 int - CCHE,DOURO,-,-,-,41.087417,-8.127861,EDP,PORTO,MARCO DE CANAVESES,PENHA LONGA,RIO DOURO,-,-,01/01/2011,-,TURH,ATIVA
07I.08P,ALB. CARRAPATELO_est 1 perfil - CCHE,DOURO,-,-,-,41.087417,-8.127861,EDP,PORTO,MARCO DE CANAVESES,PENHA LONGA,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07I.09C,ALB. CARRAPATELO_est 2 int - CCHE,DOURO,-,-,-,41.089194,-8.117583,EDP,PORTO,MARCO DE CANAVESES,PAÇOS DE GAIOLO,RIO DOURO,-,-,01/01/2011,-,TURH,ATIVA
07I.09P,ALB. CARRAPATELO_est 2 perfil - CCHE,DOURO,-,-,-,41.089194,-8.117583,EDP,PORTO,MARCO DE CANAVESES,PAÇOS DE GAIOLO,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
21J.52S,ALB. CARRASQUEIRA (S),TEJO,-,-,-,38.751449,-7.903285,ARH-TEJO,ÉVORA,ARRAIOLOS,SANTA JUSTA,RIBEIRA DA RAIA OU DE SEDA,-,-,25/08/2015,-,DQA,ATIVA
16H.03_C1,ALB. CASTELO BODE (COTA=104.8),TEJO,108,184102,286113,39.544608,-8.317054,EPAL,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,09/09/2003,-,CAPTAÇÃO,-
16H.03_C3,ALB. CASTELO BODE (COTA=88.5),TEJO,108,184102,286113,39.544608,-8.317054,EPAL,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,09/09/2003,-,CAPTAÇÃO,-
16H.03_C2,ALB. CASTELO BODE (COTA=95.5),TEJO,108,184102,286113,39.544608,-8.317054,EPAL,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,09/09/2003,-,CAPTAÇÃO,-
16H.09,ALB. CASTELO BODE (PROF=15 m),TEJO,-,184102,286113,39.54303,-8.31804,DGA,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,17/01/1989,25/02/1993,CAPTAÇÃO,EXTINTA
16H.10,ALB. CASTELO BODE (PROF=30 m),TEJO,-,184102,286113,39.54303,-8.31804,DGA,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,17/01/1989,25/02/1993,CAPTAÇÃO,EXTINTA
16H.11,ALB. CASTELO BODE (PROF=45 m),TEJO,-,184102,286113,39.54303,-8.31804,DGA,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,17/01/1989,25/02/1993,CAPTAÇÃO,EXTINTA
16H.08,ALB. CASTELO BODE (PROF=5 m),TEJO,-,184102,286113,39.54303,-8.31804,DGA,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,17/01/1989,25/02/1993,CAPTAÇÃO,EXTINTA
16H.03,ALB. CASTELO BODE (S),TEJO,108,184102,286113,39.544608,-8.317054,ARH-TEJO,SANTARÉM,ABRANTES,MARTINCHEL,RIO ZÊZERE,3964.54,164.59,22/10/1985,-,CAPTAÇÃO-75-440 / PCTI / PISC-CIP-78-659 / SP / NITRATOS-EST_TRÓFICO / DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
16H.13F,ALB. CASTELO BODE_est 1 fundo - CCHE,TEJO,-,-,-,39.54406,-8.31503,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.13C,ALB. CASTELO BODE_est 1 int - CCHE,TEJO,-,-,-,39.54406,-8.31503,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.13M,ALB. CASTELO BODE_est 1 meio - CCHE,TEJO,-,-,-,39.54406,-8.31503,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.13P,ALB. CASTELO BODE_est 1 perfil - CCHE,TEJO,-,-,-,39.54406,-8.31503,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.12F,ALB. CASTELO BODE_est 2 fundo - CCHE,TEJO,-,-,-,39.54625,-8.30389,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.12C,ALB. CASTELO BODE_est 2 int - CCHE,TEJO,-,-,-,39.54625,-8.30389,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.12M,ALB. CASTELO BODE_est 2 meio - CCHE,TEJO,-,-,-,39.54625,-8.30389,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16H.12P,ALB. CASTELO BODE_est 2 perfil - CCHE,TEJO,-,-,-,39.54625,-8.30389,EDP,SANTARÉM,TOMAR,SÃO PEDRO DE TOMAR,RIO ZÊZERE,-,-,01/01/2010,-,TURH,ATIVA
16L.11C,ALB. CEDILHO (rio Sever) (C),,-,-,-,39.661356,-7.536819,ARH-TEJO,-,-,-,,-,-,01/01/2019,-,DQA,ATIVA
15J.01,ALB. CORGAS,TEJO,501,218656,316204,39.817354,-7.903805,ARH-TEJO,CASTELO BRANCO,PROENÇA-A-NOVA,PROENÇA-A-NOVA,RIO ISNA,25.94,238.16,28/02/2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
28G.04,ALB. CORTE BRIQUE,MIRA,147,171536,71964,37.61361,-8.45547,CCDR-ALENTEJO,BEJA,ODEMIRA,LUZIANES-GARE,RIBEIRA DA CORTE BRIQUE,17.01,82.62,10/04/2001,11/05/2005,REGA,EXTINTA
12L.02,ALB. COVA VIRIATO,TEJO,1546,248637,371340,40.30934,-7.56096,ARH-TEJO,CASTELO BRANCO,COVILHÃ,CORTES DO MEIO,RIBEIRA DE CORTES,1.99,358.28,28/02/2001,-,CAPTAÇÃO-75-440 / PISC-SALM-78-659 / DQA_QUIM_VIG,ATIVA
18K.02,ALB. CRATO,TEJO,281,237695,262123,39.32629,-7.69595,ARH-TEJO,PORTALEGRE,CRATO,MONTE DA PEDRA,RIBEIRA DA SEPELHEIRA,1.06,203.18,09/01/1996,-,CAPTAÇÃO-75-440 / EXTRACÇÃO,ATIVA
07G.04,ALB. CRESTUMA-LEVER,DOURO,25,171946,455955,41.077181,-8.472296,ARH-NORTE,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,96925.17,23.94,10/10/1988,-,CAPTAÇÃO-75-440 / PCTI / SP / NITRATOS-EST_TRÓFICO / DQA_QUIM_VIG_OPER,ATIVA
07G.07C,ALB. CRESTUMA-LEVER/AdDP (C),DOURO,-,171486,456087,41.07339,-8.47238,AdN-AdDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,05/08/2009,-,DQA_ECOL_VIG,ATIVA
07G.10F,ALB. CRESTUMA_est 1 fundo - CCHE,DOURO,-,-,-,41.074,-8.482861,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.10C,ALB. CRESTUMA_est 1 int - CCHE,DOURO,-,-,-,41.074,-8.482861,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.10P,ALB. CRESTUMA_est 1 perfil - CCHE,DOURO,-,-,-,41.074,-8.482861,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.11F,ALB. CRESTUMA_est 2 fundo - CCHE,DOURO,-,-,-,41.074583,-8.471333,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.11C,ALB. CRESTUMA_est 2 int - CCHE,DOURO,-,-,-,41.074583,-8.471333,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.11P,ALB. CRESTUMA_est 2 perfil - CCHE,DOURO,-,-,-,41.074583,-8.471333,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2010,-,TURH,ATIVA
07G.11S,ALB. CRESTUMA_est 2 sup - CCHE,,-,-,-,41.074583,-8.471333,EDP,PORTO,VILA NOVA DE GAIA,LEVER,RIO DOURO,-,-,01/01/2016,-,DQA,ATIVA
